Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
59,Female,Accessories,40,XL,Winter,4.2,No,Express,No,No,16,PayPal,Monthly
67,Female,Clothing,24,L,Spring,4.8,No,Free Shipping,No,No,32,Credit Card,Monthly
46,Female,Clothing,38,S,Fall,2.8,No,2-Day Shipping,No,No,34,Cash,Monthly
65,Female,Accessories,37,L,Fall,4.5,No,Standard,No,No,38,Venmo,Annually
63,Female,Outerwear,29,L,Spring,4.1,No,Express,No,No,14,Venmo,Annually
57,Female,Outerwear,92,XL,Fall,4.3,No,Free Shipping,No,No,23,Debit Card,Bi-Weekly
40,Female,Clothing,24,XL,Fall,4.4,No,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months
36,Female,Footwear,52,M,Winter,3,No,Free Shipping,No,No,49,PayPal,Monthly
67,Female,Clothing,29,XL,Summer,2.7,No,Next Day Air,No,No,14,PayPal,Annually
61,Female,Accessories,30,L,Winter,3.3,No,2-Day Shipping,No,No,42,PayPal,Weekly
64,Female,Footwear,31,L,Fall,4.3,No,Standard,No,No,39,Debit Card,Annually
30,Female,Clothing,67,M,Summer,2.9,No,Express,No,No,43,Venmo,Bi-Weekly
53,Female,Clothing,65,L,Winter,4.9,No,Standard,No,No,12,Cash,Monthly
27,Female,Footwear,22,M,Winter,3.6,No,2-Day Shipping,No,No,21,Debit Card,Weekly
27,Female,Accessories,56,M,Winter,3.3,No,Standard,No,No,33,Credit Card,Monthly
53,Female,Clothing,78,M,Spring,3.1,No,Free Shipping,No,No,6,Debit Card,Annually
34,Female,Outerwear,90,M,Summer,2.7,No,Free Shipping,No,No,10,PayPal,Every 3 Months
39,Female,Clothing,85,S,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly
44,Female,Accessories,58,M,Fall,3.4,No,Express,No,No,46,Venmo,Weekly
37,Female,Clothing,34,M,Fall,3.9,No,Express,No,No,49,PayPal,Monthly
57,Female,Outerwear,40,L,Summer,3.5,No,2-Day Shipping,No,No,39,Credit Card,Weekly
38,Female,Accessories,29,M,Fall,4.1,No,Free Shipping,No,No,16,Cash,Monthly
21,Female,Clothing,76,M,Winter,3.2,No,Standard,No,No,28,Cash,Annually
45,Female,Accessories,84,S,Fall,4.6,No,Store Pickup,No,No,22,PayPal,Quarterly
68,Female,Clothing,65,S,Spring,3.9,No,Standard,No,No,36,Venmo,Bi-Weekly
37,Female,Clothing,80,L,Winter,2.7,No,Free Shipping,No,No,18,PayPal,Monthly
53,Female,Clothing,98,M,Fall,3,No,Store Pickup,No,No,31,Credit Card,Weekly
57,Female,Footwear,71,XL,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly
28,Female,Accessories,69,XL,Fall,2.7,No,Free Shipping,No,No,42,Debit Card,Quarterly
37,Female,Accessories,95,M,Spring,4.6,No,2-Day Shipping,No,No,27,PayPal,Annually
54,Female,Clothing,67,M,Fall,2.7,No,Express,No,No,24,Cash,Monthly
49,Female,Footwear,49,M,Summer,2.5,No,Next Day Air,No,No,38,Debit Card,Annually
62,Female,Footwear,97,M,Winter,4.4,No,Free Shipping,No,No,9,Credit Card,Annually
45,Female,Clothing,34,M,Spring,4,No,Next Day Air,No,No,19,Bank Transfer,Monthly
45,Female,Accessories,74,M,Fall,3.8,No,Express,No,No,11,Debit Card,Bi-Weekly
49,Female,Accessories,96,M,Winter,2.5,No,2-Day Shipping,No,No,16,Debit Card,Quarterly
27,Female,Accessories,68,M,Summer,4,No,Free Shipping,No,No,18,Venmo,Monthly
63,Female,Accessories,84,L,Fall,4.1,No,Next Day Air,No,No,8,Cash,Monthly
61,Female,Clothing,57,M,Summer,2.8,No,Express,No,No,4,Cash,Weekly
25,Female,Footwear,84,XL,Fall,3.4,No,2-Day Shipping,No,No,37,Cash,Quarterly
33,Female,Accessories,32,M,Fall,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly
56,Female,Footwear,37,M,Fall,3.8,No,2-Day Shipping,No,No,37,Bank Transfer,Monthly
50,Female,Accessories,58,M,Summer,4.4,No,Store Pickup,No,No,30,PayPal,Quarterly
45,Female,Clothing,74,S,Fall,2.8,No,Express,No,No,17,Venmo,Weekly
45,Female,Clothing,99,L,Summer,5,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
65,Female,Clothing,81,M,Fall,4.7,No,Express,No,No,42,Credit Card,Annually
63,Female,Clothing,76,M,Fall,3.2,No,Next Day Air,No,No,20,Cash,Weekly
70,Female,Footwear,98,M,Summer,2.9,No,Store Pickup,No,No,37,Cash,Monthly
53,Female,Accessories,91,M,Summer,3.7,No,Express,No,No,12,PayPal,Fortnightly
22,Female,Clothing,79,S,Summer,4.2,No,Free Shipping,No,No,41,Bank Transfer,Quarterly
26,Female,Accessories,83,M,Summer,3.4,No,Express,No,No,32,Credit Card,Quarterly
23,Female,Outerwear,90,M,Spring,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly
25,Female,Outerwear,20,M,Winter,3.7,No,Standard,No,No,39,Venmo,Quarterly
69,Female,Footwear,21,L,Spring,2.7,No,Store Pickup,No,No,48,Credit Card,Fortnightly
36,Female,Accessories,60,M,Fall,3.2,No,2-Day Shipping,No,No,8,Venmo,Fortnightly
21,Female,Clothing,31,S,Winter,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
57,Female,Clothing,40,M,Fall,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly
60,Female,Accessories,26,L,Winter,4.7,No,Free Shipping,No,No,50,Venmo,Every 3 Months
44,Female,Clothing,98,M,Fall,3.3,No,Express,No,No,39,Venmo,Every 3 Months
31,Female,Footwear,51,M,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly
57,Female,Accessories,95,XL,Fall,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months
39,Female,Accessories,36,M,Summer,4.5,No,2-Day Shipping,No,No,7,Credit Card,Annually
48,Female,Accessories,52,L,Winter,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly
42,Female,Clothing,35,M,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months
56,Female,Clothing,68,S,Fall,4.4,No,Express,No,No,31,Debit Card,Fortnightly
28,Female,Clothing,50,S,Winter,4,No,Express,No,No,39,Cash,Bi-Weekly
40,Female,Accessories,100,M,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly
49,Female,Outerwear,74,S,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly
37,Female,Clothing,45,L,Winter,3,No,Store Pickup,No,No,42,Credit Card,Quarterly
22,Female,Clothing,97,M,Fall,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
27,Female,Clothing,60,M,Winter,4.9,No,Express,No,No,25,Cash,Monthly
59,Female,Clothing,25,M,Winter,4.7,No,Express,No,No,48,PayPal,Annually
35,Female,Clothing,55,XL,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly
58,Female,Footwear,99,M,Winter,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly
58,Female,Accessories,45,S,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months
46,Female,Clothing,20,M,Spring,3.9,No,Store Pickup,No,No,14,Cash,Fortnightly
43,Female,Clothing,88,XL,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly
39,Female,Accessories,99,M,Summer,4,No,Store Pickup,No,No,41,PayPal,Every 3 Months
59,Female,Clothing,86,M,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly
59,Female,Clothing,70,M,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly
59,Female,Accessories,50,S,Fall,3,No,Express,No,No,1,Debit Card,Fortnightly
45,Female,Accessories,57,L,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly
27,Female,Clothing,69,L,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually
24,Female,Clothing,94,M,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly
47,Female,Outerwear,24,L,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months
70,Female,Accessories,79,L,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually
58,Female,Accessories,31,XL,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly
45,Female,Outerwear,67,L,Winter,5,No,Express,No,No,4,Venmo,Fortnightly
24,Female,Clothing,63,L,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly
67,Female,Accessories,61,XL,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly
31,Female,Accessories,50,M,Summer,4,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months
52,Female,Outerwear,82,L,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly
29,Female,Accessories,51,L,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly
62,Female,Accessories,23,L,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly
19,Female,Outerwear,91,M,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly
62,Female,Clothing,60,S,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
70,Female,Clothing,34,S,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly
20,Female,Clothing,23,M,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly
67,Female,Accessories,82,M,Fall,4.1,No,Free Shipping,No,No,47,PayPal,Monthly
65,Female,Outerwear,73,M,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months
45,Female,Clothing,32,L,Spring,4,No,2-Day Shipping,No,No,18,Venmo,Monthly
26,Female,Accessories,80,M,Spring,4,No,Express,No,No,40,Bank Transfer,Bi-Weekly
36,Female,Clothing,58,XL,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly
36,Female,Clothing,82,XL,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly
20,Female,Accessories,60,S,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly
30,Female,Accessories,79,XL,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
34,Female,Clothing,41,L,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly
63,Female,Outerwear,39,L,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly
18,Female,Accessories,36,S,Winter,4,No,Store Pickup,No,No,1,Cash,Monthly
55,Female,Clothing,70,M,Fall,2.6,No,Express,No,No,29,Cash,Monthly
48,Female,Accessories,47,M,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly
45,Female,Outerwear,27,M,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly
29,Female,Accessories,52,L,Summer,4,No,Express,No,No,18,Bank Transfer,Annually
55,Female,Footwear,75,L,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly
55,Female,Accessories,30,XL,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly
55,Female,Clothing,94,M,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly
48,Female,Accessories,68,S,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months
42,Female,Clothing,45,M,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly
21,Female,Accessories,67,XL,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly
45,Female,Outerwear,46,M,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly
23,Female,Clothing,31,M,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months
66,Female,Clothing,44,XL,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months
32,Female,Outerwear,100,S,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually
52,Female,Clothing,92,XL,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly
54,Female,Accessories,78,M,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly
37,Female,Clothing,32,S,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly
29,Female,Footwear,97,M,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly
47,Female,Accessories,95,M,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually
47,Female,Clothing,64,M,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly
42,Female,Footwear,35,M,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly
34,Female,Accessories,54,M,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
38,Female,Footwear,96,M,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly
55,Female,Accessories,58,M,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly
27,Female,Clothing,23,M,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
55,Female,Clothing,35,M,Spring,4.2,No,Express,No,No,3,PayPal,Monthly
66,Female,Clothing,23,M,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually
44,Female,Accessories,94,XL,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly
39,Female,Clothing,45,M,Fall,4,No,Free Shipping,No,No,24,Debit Card,Annually
23,Female,Outerwear,23,L,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
29,Female,Clothing,94,L,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly
20,Female,Accessories,99,M,Fall,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly
42,Female,Clothing,36,XL,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly
55,Female,Outerwear,50,XL,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly
66,Female,Outerwear,81,M,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly
24,Female,Clothing,31,XL,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly
62,Female,Accessories,48,XL,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually
28,Female,Accessories,91,M,Summer,4,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly
30,Female,Clothing,99,M,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly
22,Female,Footwear,70,XL,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly
28,Female,Clothing,74,L,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months
35,Female,Accessories,79,M,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly
45,Female,Accessories,33,S,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly
43,Female,Clothing,49,L,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly
55,Female,Accessories,96,M,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
31,Female,Clothing,66,L,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
42,Female,Clothing,45,M,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly
40,Female,Clothing,28,M,Spring,2.6,No,Store Pickup,No,No,,Bank Transfer,Bi-Weekly
39,Female,Clothing,48,M,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly
41,Female,Clothing,67,M,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly
56,Female,Clothing,59,M,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually
43,Female,Accessories,74,L,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly
22,Female,Outerwear,81,M,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
47,Female,Footwear,26,M,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
50,Female,Accessories,61,M,Summer,3,No,Next Day Air,No,No,48,Venmo,Fortnightly
58,Female,Clothing,23,M,Winter,3,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
50,Female,Accessories,33,M,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly
43,Female,Clothing,58,L,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months
38,Female,Accessories,65,M,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly
44,Female,Clothing,48,M,Summer,3.1,No,Store Pickup,No,No,6,Venmo,Fortnightly
30,Female,Footwear,25,M,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months
47,Female,Clothing,51,M,Winter,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly
30,Female,Accessories,31,M,Summer,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly
49,Female,Clothing,99,S,Winter,4,No,Next Day Air,No,No,28,PayPal,Annually
56,Female,Clothing,25,M,Winter,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months
70,Female,Footwear,52,M,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months
22,Female,Clothing,47,S,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually
51,Female,Footwear,98,XL,Fall,4.9,No,Express,No,No,8,Credit Card,Annually
22,Female,Accessories,46,M,Winter,4.1,No,Store Pickup,No,No,24,Cash,Quarterly
37,Female,Clothing,32,M,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly
49,Female,Clothing,75,L,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly
61,Female,Accessories,51,L,Summer,5,No,Store Pickup,No,No,40,Cash,Weekly
41,Female,Clothing,52,L,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months
57,Female,Accessories,66,L,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly
34,Female,Clothing,35,M,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly
27,Female,Outerwear,43,M,Fall,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly
39,Female,Clothing,24,L,Summer,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly
62,Female,Accessories,83,M,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months
34,Female,Clothing,62,M,Fall,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly
53,Female,Clothing,78,S,Spring,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
35,Female,Clothing,61,M,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly
38,Female,Clothing,57,L,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually
32,Female,Clothing,70,S,Summer,3,No,Next Day Air,No,No,38,PayPal,Annually
47,Female,Clothing,57,M,Fall,3.7,No,2-Day Shipping,No,No,,Debit Card,Every 3 Months
53,Female,Accessories,74,XL,Winter,4.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly
60,Female,Clothing,90,M,Fall,3.1,No,Next Day Air,No,No,50,Debit Card,Monthly
31,Female,Footwear,98,S,Spring,4.2,No,Store Pickup,No,No,9,PayPal,Annually
44,Female,Clothing,43,M,Winter,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
29,Female,Clothing,37,XL,Winter,5,No,Next Day Air,No,No,5,PayPal,Quarterly
19,Female,Clothing,38,L,Summer,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly
54,Female,Clothing,60,L,Winter,3.8,No,Standard,No,No,44,Cash,Fortnightly
40,Female,Clothing,55,XL,Winter,3.3,No,Standard,No,No,36,Debit Card,Annually
39,Female,Accessories,51,M,Fall,4.8,No,Free Shipping,No,No,18,Venmo,Fortnightly
44,Female,Accessories,71,L,Winter,3.4,No,Standard,No,No,39,Credit Card,Weekly
22,Female,Clothing,61,M,Spring,4.4,No,2-Day Shipping,No,No,11,PayPal,Every 3 Months
30,Female,Footwear,65,M,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly
69,Female,Accessories,34,L,Fall,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually
28,Female,Clothing,87,M,Summer,4.2,No,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly
57,Female,Clothing,79,M,Spring,4,No,Store Pickup,No,No,24,Venmo,Quarterly
46,Female,Clothing,46,S,Spring,2.6,No,Store Pickup,No,No,20,Cash,Quarterly
48,Female,Clothing,72,L,Summer,4.4,No,Standard,No,No,11,Bank Transfer,Annually
24,Female,Clothing,93,M,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
50,Female,Footwear,76,L,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
29,Female,Footwear,56,L,Winter,4.9,No,2-Day Shipping,No,No,45,Cash,Weekly
61,Female,Footwear,83,M,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly
34,Female,Accessories,90,XL,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly
27,Female,Footwear,94,M,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly
38,Female,Clothing,68,M,Fall,3,No,2-Day Shipping,No,No,15,Bank Transfer,Annually
25,Female,Footwear,53,M,Spring,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
54,Female,Outerwear,35,M,Summer,2.9,No,2-Day Shipping,No,No,22,Debit Card,Fortnightly
53,Female,Outerwear,30,M,Summer,2.8,No,Free Shipping,No,No,35,Debit Card,Annually
23,Female,Accessories,26,L,Winter,3.1,No,Store Pickup,No,No,5,Venmo,Bi-Weekly
19,Female,Accessories,60,M,Winter,3.4,No,Express,No,No,35,PayPal,Bi-Weekly
57,Female,Footwear,30,M,Summer,2.9,No,Free Shipping,No,No,27,PayPal,Weekly
19,Female,Outerwear,91,L,Winter,3.2,No,Next Day Air,No,No,9,Venmo,Monthly
33,Female,Footwear,71,M,Spring,3.8,No,Next Day Air,No,No,21,PayPal,Bi-Weekly
33,Female,Accessories,64,L,Summer,3.6,No,2-Day Shipping,No,No,23,Credit Card,Monthly
38,Female,Accessories,54,M,Summer,4.3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
47,Female,Clothing,35,XL,Fall,4.8,No,2-Day Shipping,No,No,31,Credit Card,Annually
39,Female,Clothing,38,XL,Winter,2.5,No,Store Pickup,No,No,44,Cash,Annually
32,Female,Accessories,69,M,Fall,2.5,No,Next Day Air,No,No,20,Venmo,Monthly
27,Female,Clothing,96,S,Winter,4.6,No,Express,No,No,34,Debit Card,Weekly
67,Female,Clothing,73,M,Winter,4.2,No,Next Day Air,No,No,17,Bank Transfer,Every 3 Months
46,Female,Accessories,49,S,Summer,4.2,No,Express,No,No,20,Venmo,Annually
36,Female,Footwear,44,M,Summer,4.8,No,2-Day Shipping,No,No,46,PayPal,Every 3 Months
62,Female,Clothing,93,M,Spring,4.5,No,Free Shipping,No,No,28,PayPal,Annually
31,Female,Clothing,72,S,Summer,3.3,No,2-Day Shipping,No,No,6,Venmo,Fortnightly
68,Female,Clothing,91,M,Summer,2.7,No,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly
57,Female,Accessories,83,L,Winter,2.8,No,2-Day Shipping,No,No,41,Bank Transfer,Monthly
22,Female,Outerwear,62,S,Winter,3.5,No,2-Day Shipping,No,No,50,PayPal,Annually
26,Female,Clothing,71,M,Fall,3,No,Store Pickup,No,No,33,Credit Card,Monthly
43,Female,Accessories,93,M,Summer,4.5,No,Express,No,No,25,Venmo,Quarterly
45,Female,Accessories,63,L,Fall,4.3,No,2-Day Shipping,No,No,2,PayPal,Weekly
64,Female,Clothing,96,XL,Fall,4.1,No,Standard,No,No,15,Credit Card,Annually
28,Female,Clothing,78,M,Spring,4.3,No,Next Day Air,No,No,12,PayPal,Weekly
47,Female,Clothing,24,L,Summer,5,No,Free Shipping,No,No,28,Cash,Bi-Weekly
53,Female,Clothing,63,S,Summer,3.8,No,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly
42,Female,Accessories,58,M,Fall,4.9,No,Standard,No,No,3,Debit Card,Annually
51,Female,Footwear,55,S,Spring,5,No,2-Day Shipping,No,No,20,Cash,Weekly
62,Female,Footwear,58,M,Fall,4.3,No,Express,No,No,3,Bank Transfer,Bi-Weekly
18,Female,Outerwear,28,S,Winter,4.1,No,Express,No,No,32,Bank Transfer,Fortnightly
48,Female,Clothing,37,M,Spring,4.5,No,Standard,No,No,35,Cash,Monthly
20,Female,Clothing,78,M,Spring,3.6,No,Store Pickup,No,No,31,PayPal,Monthly
32,Female,Clothing,73,XL,Fall,3,No,Free Shipping,No,No,13,Credit Card,Annually
26,Female,Outerwear,20,M,Spring,3.7,No,Next Day Air,No,No,3,Venmo,Fortnightly
31,Female,Clothing,60,L,Winter,4.3,No,Standard,No,No,48,Venmo,Bi-Weekly
55,Female,Accessories,71,S,Fall,4.6,No,Store Pickup,No,No,15,PayPal,Bi-Weekly
49,Female,Clothing,89,M,Fall,4.7,No,Standard,No,No,13,Venmo,Annually
42,Female,Clothing,53,M,Fall,4.6,No,Express,No,No,21,Venmo,Monthly
64,Female,Accessories,87,M,Summer,3,No,Express,No,No,29,Cash,Fortnightly
68,Female,Accessories,37,L,Spring,3.4,No,Standard,No,No,24,Venmo,Quarterly
68,Female,Clothing,37,L,Fall,3.8,No,Express,No,No,21,PayPal,Annually
41,Female,Accessories,78,M,Spring,3.1,No,Express,No,No,,Bank Transfer,Bi-Weekly
51,Female,Footwear,23,S,Spring,4.4,No,Standard,No,No,47,Cash,Quarterly
44,Female,Clothing,73,L,Spring,4.5,No,Standard,No,No,34,Credit Card,Every 3 Months
27,Female,Accessories,27,M,Fall,2.8,No,2-Day Shipping,No,No,45,PayPal,Fortnightly
36,Female,Outerwear,59,S,Winter,2.7,No,Next Day Air,No,No,12,PayPal,Annually
19,Female,Accessories,53,M,Spring,3.4,No,Standard,No,No,31,Debit Card,Weekly
49,Female,Clothing,42,S,Summer,4.6,No,Standard,No,No,43,Bank Transfer,Annually
18,Female,Accessories,45,M,Fall,5,No,Next Day Air,No,No,5,Credit Card,Annually
36,Female,Accessories,89,S,Winter,3.5,No,Standard,No,No,36,Debit Card,Quarterly
36,Female,Clothing,85,L,Fall,3.3,No,Store Pickup,No,No,12,Cash,Annually
19,Female,Outerwear,69,S,Summer,4.5,No,Free Shipping,No,No,31,Cash,Bi-Weekly
43,Female,Footwear,66,S,Spring,3.1,No,Store Pickup,No,No,31,Cash,Bi-Weekly
31,Female,Clothing,42,S,Summer,4,No,Free Shipping,No,No,15,Debit Card,Weekly
63,Female,Clothing,40,M,Spring,2.5,No,Express,No,No,11,Cash,Weekly
41,Female,Clothing,82,M,Winter,4.4,No,Store Pickup,No,No,18,Venmo,Monthly
48,Female,Footwear,88,M,Spring,4.4,No,Express,No,No,9,Cash,Quarterly
68,Female,Footwear,99,XL,Summer,3.2,No,Free Shipping,No,No,11,Cash,Weekly
53,Female,Accessories,85,S,Spring,3.8,No,Store Pickup,No,No,38,Debit Card,Bi-Weekly
36,Female,Accessories,57,M,Fall,4.6,No,Store Pickup,No,No,42,PayPal,Quarterly
46,Female,Clothing,56,S,Summer,4.9,No,Standard,No,No,41,Cash,Monthly
21,Female,Footwear,79,L,Winter,3.5,No,Free Shipping,No,No,45,PayPal,Monthly
52,Female,Clothing,67,S,Summer,3.4,No,Store Pickup,No,No,41,Debit Card,Bi-Weekly
66,Female,Accessories,61,M,Winter,3.9,No,Next Day Air,No,No,35,Debit Card,Weekly
19,Female,Clothing,37,L,Winter,3.9,No,Express,No,No,21,Credit Card,Every 3 Months
44,Female,Clothing,75,L,Fall,4.2,No,Free Shipping,No,No,13,Credit Card,Bi-Weekly
50,Female,Clothing,21,XL,Winter,3.4,No,Standard,No,No,23,Debit Card,Fortnightly
51,Female,Clothing,89,L,Winter,4.9,No,Standard,No,No,6,PayPal,Weekly
25,Female,Footwear,24,L,Fall,2.9,No,Store Pickup,No,No,39,Bank Transfer,Annually
